------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=120 --full-rtt
------------------------------
sockperf: [Total Run] RunTime=119.999 sec; Warm up time=400 msec; SentMessages=12001; ReceivedMessages=12000
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=119.540 sec; SentMessages=11955; ReceivedMessages=11955
sockperf: [2;35m====> avg-rtt=66.328 (std-dev=100.572, mean-ad=21.204, median-ad=16.105, siqr=11.703, cv=1.516, std-error=0.920, 99.0% ci=[63.959, 68.697])[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 11955 observations[0m; each percentile contains 119.55 observations
sockperf: ---> <MAX> observation = 4016.060
sockperf: ---> percentile 99.999 = 4016.060
sockperf: ---> percentile 99.990 = 3518.218
sockperf: ---> percentile 99.900 = 1885.813
sockperf: ---> percentile 99.000 =  223.075
sockperf: ---> percentile 90.000 =   85.152
sockperf: ---> percentile 75.000 =   70.596
sockperf: ---> percentile 50.000 =   56.554
sockperf: ---> percentile 25.000 =   47.190
sockperf: ---> <MIN> observation =   21.605
------------------------------
packet, txTime(sec), rxTime(sec), rtt(usec)
3167, 39.087140468, 39.087214312, 73.844
3168, 39.097140460, 39.097198876, 58.416
3169, 39.107140471, 39.107201243, 60.772
3170, 39.117140465, 39.117214475, 74.010
3171, 39.127140467, 39.127189895, 49.428
3172, 39.137140463, 39.137211946, 71.483
3173, 39.147140462, 39.147188816, 48.354
3174, 39.157140462, 39.157184807, 44.345
3175, 39.167140467, 39.167190044, 49.577
3176, 39.177140463, 39.177210132, 69.669
3177, 39.187140463, 39.187203533, 63.070
3178, 39.197140465, 39.197218797, 78.332
3179, 39.207140463, 39.207199950, 59.487
3180, 39.217140474, 39.217191199, 50.725
3181, 39.227140470, 39.227187596, 47.126
3182, 39.237140467, 39.237184256, 43.789
3183, 39.247140463, 39.247209939, 69.476
3184, 39.257140463, 39.257191613, 51.150
3185, 39.267140468, 39.267196710, 56.242
3186, 39.277140465, 39.277195907, 55.442
3187, 39.287140468, 39.287206120, 65.652
3188, 39.297140468, 39.297212988, 72.520
3189, 39.307140465, 39.307201087, 60.622
3190, 39.317140468, 39.317211928, 71.460
3191, 39.327140468, 39.327224215, 83.747
3192, 39.337140463, 39.337201755, 61.292
3193, 39.347140465, 39.347207157, 66.692
3194, 39.357140465, 39.357207751, 67.286
3195, 39.367140465, 39.367222796, 82.331
3196, 39.377140468, 39.377206639, 66.171
3197, 39.387140466, 39.387209025, 68.559
3198, 39.397140463, 39.397186246, 45.783
3199, 39.407140468, 39.407189311, 48.843
3200, 39.417140460, 39.417184534, 44.074
3201, 39.427140465, 39.427191768, 51.303
3202, 39.437140468, 39.437209621, 69.153
3203, 39.447140468, 39.447202431, 61.963
3204, 39.457140463, 39.457191864, 51.401
3205, 39.467140465, 39.467184231, 43.766
3206, 39.477140462, 39.477183480, 43.018
3207, 39.487140463, 39.487182198, 41.735
3208, 39.497140490, 39.497242469, 101.979
3209, 39.507140465, 39.507200542, 60.077
3210, 39.517140464, 39.517191346, 50.882
3211, 39.527140707, 39.527203211, 62.504
3212, 39.537140495, 39.537188362, 47.867
3213, 39.547140463, 39.547184367, 43.904
3214, 39.557140470, 39.557193031, 52.561
3215, 39.567140465, 39.567205477, 65.012
3216, 39.577140471, 39.577185164, 44.693
3217, 39.587140470, 39.587190561, 50.091
3218, 39.597140465, 39.597183769, 43.304
3219, 39.607140482, 39.607199388, 58.906
3220, 39.617140725, 39.617251867, 111.142
3221, 39.627140647, 39.627208990, 68.343
3222, 39.637140929, 39.637231310, 90.381
3223, 39.647140521, 39.647221277, 80.756
3224, 39.657140669, 39.657193507, 52.838
3225, 39.667140677, 39.667219813, 79.136
3226, 39.677140508, 39.677204877, 64.369
3227, 39.687140585, 39.687212989, 72.404
3228, 39.697140495, 39.697183226, 42.731
3229, 39.707140463, 39.707181345, 40.882
3230, 39.717140465, 39.717186420, 45.955
3231, 39.727140465, 39.727190228, 49.763
3232, 39.737140461, 39.737189536, 49.075
3233, 39.747140470, 39.747193409, 52.939
3234, 39.757140460, 39.757203990, 63.530
3235, 39.767140465, 39.767199601, 59.136
3236, 39.777140469, 39.777193560, 53.091
3237, 39.787140490, 39.787237409, 96.919
3238, 39.797140462, 39.797192444, 51.982
3239, 39.807140471, 39.807198940, 58.469
3240, 39.817140463, 39.817187619, 47.156
3241, 39.827140460, 39.827193984, 53.524
3242, 39.837140466, 39.837202944, 62.478
3243, 39.847140465, 39.847193552, 53.087
3244, 39.857140467, 39.857187331, 46.864
3245, 39.867140465, 39.867206470, 66.005
3246, 39.877140464, 39.877216353, 75.889
3247, 39.887140465, 39.887195027, 54.562
3248, 39.897140462, 39.897190021, 49.559
3249, 39.907140485, 39.907215524, 75.039
3250, 39.917140463, 39.917216850, 76.387
3251, 39.927140560, 39.927224058, 83.498
3252, 39.937140464, 39.937189480, 49.016
3253, 39.947140468, 39.947187603, 47.135
3254, 39.957140471, 39.957197337, 56.866
3255, 39.967140465, 39.967186842, 46.377
3256, 39.977140469, 39.977195876, 55.407
3257, 39.987140460, 39.987198538, 58.078
3258, 39.997140460, 39.997195394, 54.934
3259, 40.007140461, 40.007209584, 69.123
3260, 40.017140460, 40.017189887, 49.427
3261, 40.027140460, 40.027216400, 75.940
3262, 40.037140465, 40.037209424, 68.959
3263, 40.047140463, 40.047198741, 58.278
3264, 40.057140463, 40.057192416, 51.953
3265, 40.067140470, 40.067211111, 70.641
3266, 40.077140472, 40.077189514, 49.042
3267, 40.087140463, 40.087181781, 41.318
3268, 40.097140460, 40.097185193, 44.733
3269, 40.107140463, 40.107195244, 54.781
3270, 40.117140458, 40.117197124, 56.666
3271, 40.127140464, 40.127191566, 51.102
3272, 40.137140466, 40.137208155, 67.689
3273, 40.147140463, 40.147208916, 68.453
3274, 40.157140466, 40.157197764, 57.298
3275, 40.167140463, 40.167205343, 64.880
3276, 40.177140467, 40.177198009, 57.542
3277, 40.187140464, 40.187209939, 69.475
3278, 40.197140467, 40.197203125, 62.658
3279, 40.207140462, 40.207212365, 71.903
3280, 40.217140464, 40.217201298, 60.834
3281, 40.227140486, 40.227232686, 92.200
3282, 40.237140465, 40.237198055, 57.590
3283, 40.247140464, 40.247186035, 45.571
3284, 40.257140467, 40.257225129, 84.662
3285, 40.267140468, 40.267198027, 57.559
3286, 40.277140468, 40.277210497, 70.029
3287, 40.287140465, 40.287212845, 72.380
3288, 40.297140470, 40.297201478, 61.008
3289, 40.307140467, 40.307191564, 51.097
3290, 40.317140468, 40.317199577, 59.109
3291, 40.327140468, 40.327195533, 55.065
3292, 40.337140470, 40.337191801, 51.331
3293, 40.347140467, 40.347210167, 69.700
3294, 40.357140470, 40.357193851, 53.381
3295, 40.367140470, 40.367228397, 87.927
3296, 40.377140466, 40.377197111, 56.645
3297, 40.387140463, 40.387190160, 49.697
3298, 40.397140465, 40.397191829, 51.364
3299, 40.407140471, 40.407204787, 64.316
3300, 40.417140581, 40.417220241, 79.660
3301, 40.427140475, 40.427191704, 51.229
3302, 40.437140470, 40.437179812, 39.342
3303, 40.447140471, 40.447182111, 41.640
3304, 40.457140470, 40.457184418, 43.948
3305, 40.467140465, 40.467202622, 62.157
3306, 40.477140478, 40.477219598, 79.120
3307, 40.487140467, 40.487202802, 62.335
3308, 40.497140626, 40.497257781, 117.155
3309, 40.507140681, 40.507230258, 89.577
3310, 40.517140462, 40.517190997, 50.535
3311, 40.527140460, 40.527192350, 51.890
3312, 40.537140468, 40.537194622, 54.154
3313, 40.547140465, 40.547184502, 44.037
3314, 40.557140470, 40.557193729, 53.259
3315, 40.567140464, 40.567195010, 54.546
3316, 40.577140470, 40.577187384, 46.914
3317, 40.587140473, 40.587226665, 86.192
3318, 40.597140465, 40.597207804, 67.339
3319, 40.607140463, 40.607196557, 56.094
3320, 40.617140465, 40.617197417, 56.952
3321, 40.627140482, 40.627210780, 70.298
3322, 40.637140465, 40.637210276, 69.811
3323, 40.647140469, 40.647212694, 72.225
3324, 40.657140471, 40.657217103, 76.632
3325, 40.667140466, 40.667198269, 57.803
3326, 40.677140462, 40.677218570, 78.108
3327, 40.687140464, 40.687215104, 74.640
3328, 40.697140466, 40.697214809, 74.343
3329, 40.707140470, 40.707192504, 52.034
3330, 40.717140470, 40.717185665, 45.195
3331, 40.727140969, 40.727220421, 79.452
3332, 40.737140498, 40.737196010, 55.512
3333, 40.747140484, 40.747217213, 76.729
3334, 40.757140470, 40.757195967, 55.497
3335, 40.767140463, 40.767200364, 59.901
3336, 40.777140466, 40.777198104, 57.638
3337, 40.787140468, 40.787199841, 59.373
3338, 40.797140464, 40.797190688, 50.224
3339, 40.807140470, 40.807189532, 49.062
3340, 40.817140540, 40.817213622, 73.082
3341, 40.827140465, 40.827197280, 56.815
3342, 40.837140463, 40.837190651, 50.188
3343, 40.847140459, 40.847185548, 45.089
3344, 40.857140470, 40.857180778, 40.308
3345, 40.867140466, 40.867183452, 42.986
3346, 40.877140461, 40.877219324, 78.863
3347, 40.887140478, 40.887230269, 89.791
3348, 40.897140461, 40.897216748, 76.287
3349, 40.907140488, 40.907215036, 74.548
3350, 40.917140487, 40.917226664, 86.177
3351, 40.927140568, 40.927462736, 322.168
3352, 40.937140510, 40.937226954, 86.444
3353, 40.947140460, 40.947189309, 48.849
3354, 40.957140468, 40.957202334, 61.866
3355, 40.967140466, 40.967195279, 54.813
3356, 40.977140463, 40.977211701, 71.238
3357, 40.987140463, 40.987222539, 82.076
3358, 40.997140472, 40.997202163, 61.691
3359, 41.007140468, 41.007207834, 67.366
3360, 41.017140463, 41.017200382, 59.919
3361, 41.027140473, 41.027236603, 96.130
3362, 41.037140485, 41.037209385, 68.900
3363, 41.047140466, 41.047196869, 56.403
3364, 41.057140465, 41.057207332, 66.867
3365, 41.067140469, 41.067211977, 71.508
3366, 41.077140465, 41.077195275, 54.810
3367, 41.087140465, 41.087197863, 57.398
3368, 41.097140471, 41.097200609, 60.138
3369, 41.107140468, 41.107186855, 46.387
3370, 41.117140467, 41.117189986, 49.519
3371, 41.127140468, 41.127213321, 72.853
3372, 41.137140493, 41.137221103, 80.610
3373, 41.147140463, 41.147198692, 58.229
3374, 41.157140485, 41.157211282, 70.797
3375, 41.167140468, 41.167195450, 54.982
3376, 41.177140489, 41.177195024, 54.535
3377, 41.187140464, 41.187195667, 55.203
3378, 41.197140465, 41.197194490, 54.025
3379, 41.207140468, 41.207214395, 73.927
3380, 41.217140466, 41.217201629, 61.163
3381, 41.227140464, 41.227208661, 68.197
3382, 41.237140462, 41.237237510, 97.048
3383, 41.247140466, 41.247191751, 51.285
3384, 41.257140465, 41.257208639, 68.174
3385, 41.267140471, 41.267216029, 75.558
3386, 41.277140465, 41.277226401, 85.936
3387, 41.287140459, 41.287235115, 94.656
3388, 41.297140503, 41.297238203, 97.700
3389, 41.307140470, 41.307220526, 80.056
3390, 41.317140462, 41.317244124, 103.662
3391, 41.327140470, 41.327233752, 93.282
3392, 41.337140506, 41.337233626, 93.120
3393, 41.347140464, 41.347229251, 88.787
3394, 41.357140470, 41.357219863, 79.393
3395, 41.367140463, 41.367242704, 102.241
3396, 41.377140464, 41.377229099, 88.635
3397, 41.387140470, 41.387205035, 64.565
3398, 41.397140882, 41.397208779, 67.897
3399, 41.407140979, 41.407288906, 147.927
3400, 41.417140469, 41.417219085, 78.616
3401, 41.427140470, 41.427198208, 57.738
3402, 41.437140478, 41.437192361, 51.883
3403, 41.447140465, 41.447195067, 54.602
3404, 41.457140463, 41.457207485, 67.022
3405, 41.467140467, 41.467208831, 68.364
3406, 41.477140466, 41.477206906, 66.440
3407, 41.487140465, 41.487201782, 61.317
3408, 41.497140480, 41.497191906, 51.426
3409, 41.507140468, 41.507189392, 48.924
3410, 41.517140470, 41.517195428, 54.958
3411, 41.527140470, 41.527206262, 65.792
3412, 41.537140843, 41.537205805, 64.962
3413, 41.547140472, 41.547184032, 43.560
3414, 41.557140470, 41.557201757, 61.287
3415, 41.567140465, 41.567197198, 56.733
3416, 41.577140475, 41.577198110, 57.635
3417, 41.587140470, 41.587204272, 63.802
3418, 41.597140462, 41.597199239, 58.777
3419, 41.607140468, 41.607198180, 57.712
3420, 41.617140599, 41.617197729, 57.130
3421, 41.627140671, 41.627213420, 72.749
3422, 41.637140949, 41.637185136, 44.187
3423, 41.647140507, 41.647162727, 22.220
3424, 41.657140508, 41.657162114, 21.606
3425, 41.667140608, 41.667236134, 95.526
3426, 41.677140551, 41.677219197, 78.646
3427, 41.687140508, 41.687205495, 64.987
3428, 41.697140661, 41.697211953, 71.292
3429, 41.707140464, 41.707185566, 45.102
3430, 41.717140465, 41.717184918, 44.453
3431, 41.727140470, 41.727187052, 46.582
3432, 41.737140510, 41.737205003, 64.493
3433, 41.747140464, 41.747193737, 53.273
3434, 41.757140465, 41.757189402, 48.937
3435, 41.767140470, 41.767188738, 48.268
3436, 41.777140465, 41.777185998, 45.533
3437, 41.787140468, 41.787217888, 77.420
3438, 41.797140469, 41.797209800, 69.331
3439, 41.807140466, 41.807200173, 59.707
3440, 41.817140464, 41.817213023, 72.559
3441, 41.827140465, 41.827199073, 58.608
3442, 41.837140464, 41.837207398, 66.934
3443, 41.847140464, 41.847199624, 59.160
3444, 41.857140466, 41.857188019, 47.553
3445, 41.867140465, 41.867205911, 65.446
3446, 41.877140468, 41.877234013, 93.545
3447, 41.887140463, 41.887220120, 79.657
3448, 41.897140470, 41.897207666, 67.196
3449, 41.907140463, 41.907238675, 98.212
3450, 41.917140466, 41.917202760, 62.294
3451, 41.927140463, 41.927216576, 76.113
3452, 41.937141025, 41.937219341, 78.316
3453, 41.947140470, 41.947201919, 61.449
3454, 41.957140465, 41.957193193, 52.728
3455, 41.967140469, 41.967207280, 66.811
3456, 41.977140466, 41.977190566, 50.100
3457, 41.987140502, 41.987200926, 60.424
3458, 41.997140463, 41.997194454, 53.991
3459, 42.007140742, 42.007241173, 100.431
3460, 42.017140882, 42.017233081, 92.199
3461, 42.027140596, 42.027219624, 79.028
3462, 42.037140468, 42.037191040, 50.572
3463, 42.047140463, 42.047191442, 50.979
3464, 42.057140463, 42.057190038, 49.575
3465, 42.067140470, 42.067193119, 52.649
3466, 42.077140468, 42.077189646, 49.178
3467, 42.087140471, 42.087188449, 47.978
3468, 42.097140465, 42.097192554, 52.089
3469, 42.107140465, 42.107193895, 53.430
3470, 42.117140470, 42.117185666, 45.196
3471, 42.127140464, 42.127217826, 77.362
3472, 42.137140465, 42.137211561, 71.096
3473, 42.147140483, 42.147192672, 52.189
3474, 42.157140466, 42.157203566, 63.100
3475, 42.167140468, 42.167201522, 61.054
3476, 42.177140483, 42.177202692, 62.209
3477, 42.187140485, 42.187205856, 65.371
3478, 42.197140462, 42.197203791, 63.329
3479, 42.207140465, 42.207195034, 54.569
3480, 42.217140468, 42.217203671, 63.203
3481, 42.227140468, 42.227181462, 40.994
3482, 42.237140466, 42.237195115, 54.649
3483, 42.247140465, 42.247178756, 38.291
3484, 42.257140463, 42.257187416, 46.953
3485, 42.267140474, 42.267192578, 52.104
3486, 42.277140465, 42.277204906, 64.441
3487, 42.287140468, 42.287208998, 68.530
3488, 42.297140466, 42.297189536, 49.070
3489, 42.307140470, 42.307184668, 44.198
3490, 42.317140463, 42.317209737, 69.274
3491, 42.327140465, 42.327198269, 57.804
3492, 42.337140463, 42.337190122, 49.659
3493, 42.347140465, 42.347190819, 50.354
3494, 42.357140483, 42.357202597, 62.114
3495, 42.367140469, 42.367194322, 53.853
3496, 42.377140469, 42.377203905, 63.436
3497, 42.387140470, 42.387191757, 51.287
3498, 42.397140469, 42.397190958, 50.489
3499, 42.407140464, 42.407188087, 47.623
3500, 42.417140464, 42.417183360, 42.896
3501, 42.427140468, 42.427197037, 56.569
3502, 42.437140465, 42.437186079, 45.614
3503, 42.447140468, 42.447182336, 41.868
3504, 42.457140463, 42.457203348, 62.885
3505, 42.467140464, 42.467203675, 63.211
3506, 42.477140516, 42.477212465, 71.949
3507, 42.487140465, 42.487184085, 43.620
3508, 42.497140855, 42.497214442, 73.587
3509, 42.507140463, 42.507188448, 47.985
3510, 42.517140468, 42.517181664, 41.196
3511, 42.527140466, 42.527187745, 47.279
3512, 42.537140469, 42.537191827, 51.358
3513, 42.547140463, 42.547185519, 45.056
3514, 42.557140463, 42.557185231, 44.768
3515, 42.567140470, 42.567186442, 45.972
3516, 42.577140462, 42.577203862, 63.400
3517, 42.587140467, 42.587195645, 55.178
3518, 42.597140468, 42.597201092, 60.624
3519, 42.607140469, 42.607192043, 51.574
3520, 42.617140461, 42.617185299, 44.838
3521, 42.627140463, 42.627182749, 42.286
3522, 42.637140465, 42.637191903, 51.438
3523, 42.647140471, 42.647196535, 56.064
3524, 42.657140467, 42.657191749, 51.282
3525, 42.667140468, 42.667194677, 54.209
3526, 42.677140460, 42.677201765, 61.305
3527, 42.687140464, 42.687197838, 57.374
3528, 42.697140465, 42.697203800, 63.335
3529, 42.707140460, 42.707198292, 57.832
3530, 42.717140463, 42.717184087, 43.624
3531, 42.727140467, 42.727186019, 45.552
3532, 42.737140508, 42.737196472, 55.964
3533, 42.747140468, 42.747211704, 71.236
3534, 42.757140470, 42.757570055, 429.585
3535, 42.767140485, 42.767201889, 61.404
3536, 42.777140468, 42.777207466, 66.998
3537, 42.787140470, 42.787193207, 52.737
3538, 42.797140469, 42.797217509, 77.040
3539, 42.807140471, 42.807192226, 51.755
3540, 42.817140498, 42.817200232, 59.734
3541, 42.827140899, 42.827224796, 83.897
3542, 42.837140513, 42.837203249, 62.736
3543, 42.847140821, 42.847231084, 90.263
3544, 42.857140740, 42.857234672, 93.932
3545, 42.867140616, 42.867215869, 75.253
3546, 42.877140467, 42.877196459, 55.992
3547, 42.887140468, 42.887195917, 55.449
3548, 42.897140466, 42.897198141, 57.675
3549, 42.907140467, 42.907201165, 60.698
3550, 42.917140465, 42.917199287, 58.822
3551, 42.927140463, 42.927196400, 55.937
3552, 42.937140501, 42.937207897, 67.396
3553, 42.947140460, 42.947192811, 52.351
3554, 42.957140465, 42.957196971, 56.506
3555, 42.967140469, 42.967194377, 53.908
3556, 42.977140470, 42.977191155, 50.685
3557, 42.987140461, 42.987196076, 55.615
3558, 42.997140463, 42.997200065, 59.602
3559, 43.007140459, 43.007207336, 66.877
3560, 43.017140471, 43.017199133, 58.662
3561, 43.027140463, 43.027198465, 58.002
3562, 43.037140463, 43.037193244, 52.781
3563, 43.047140468, 43.047193646, 53.178
3564, 43.057140463, 43.058147605, 1007.142
3565, 43.067140531, 43.067218610, 78.079
3566, 43.077140468, 43.077195031, 54.563
3567, 43.087140465, 43.087182990, 42.525
3568, 43.097140460, 43.097201333, 60.873
3569, 43.107140460, 43.107197535, 57.075
3570, 43.117140465, 43.117183048, 42.583
3571, 43.127140464, 43.127208436, 67.972
3572, 43.137140462, 43.137193039, 52.577
3573, 43.147140463, 43.147186725, 46.262
3574, 43.157140472, 43.157181655, 41.183
3575, 43.167140468, 43.167189620, 49.152
3576, 43.177140468, 43.177204793, 64.325
3577, 43.187140463, 43.187199353, 58.890
3578, 43.197140467, 43.197189832, 49.365
3579, 43.207140468, 43.207194690, 54.222
3580, 43.217140465, 43.217186834, 46.369
3581, 43.227140463, 43.227198846, 58.383
3582, 43.237140468, 43.237199363, 58.895
3583, 43.247140465, 43.247193414, 52.949
3584, 43.257140465, 43.257199289, 58.824
3585, 43.267140468, 43.267191498, 51.030
3586, 43.277140469, 43.277207539, 67.070
3587, 43.287140471, 43.287202624, 62.153
3588, 43.297140470, 43.297208568, 68.098
3589, 43.307140461, 43.307224943, 84.482
3590, 43.317140465, 43.317207977, 67.512
3591, 43.327140463, 43.327237049, 96.586
3592, 43.337140472, 43.337207570, 67.098
3593, 43.347140463, 43.347196555, 56.092
3594, 43.357140464, 43.357190235, 49.771
3595, 43.367140485, 43.367196402, 55.917
3596, 43.377140458, 43.377192900, 52.442
3597, 43.387140463, 43.387194152, 53.689
3598, 43.397140460, 43.397198605, 58.145
3599, 43.407140465, 43.407193276, 52.811
3600, 43.417140465, 43.417183014, 42.549
3601, 43.427140465, 43.427187287, 46.822
3602, 43.437140469, 43.437181441, 40.972
3603, 43.447140463, 43.447194359, 53.896
3604, 43.457140468, 43.457214753, 74.285
3605, 43.467140471, 43.467220742, 80.271
3606, 43.477140464, 43.477200233, 59.769
3607, 43.487140465, 43.487189164, 48.699
3608, 43.497140467, 43.497189840, 49.373
3609, 43.507140466, 43.507218611, 78.145
3610, 43.517140504, 43.517208412, 67.908
3611, 43.527140487, 43.527189247, 48.760
3612, 43.537140463, 43.537184622, 44.159
3613, 43.547140951, 43.547205932, 64.981
3614, 43.557141405, 43.557202473, 61.068
3615, 43.567140790, 43.567223764, 82.974
3616, 43.577140513, 43.577239815, 99.302
3617, 43.587140952, 43.587214666, 73.714
3618, 43.597140507, 43.597215667, 75.160
3619, 43.607140965, 43.607224833, 83.868
3620, 43.617141180, 43.617200841, 59.661
3621, 43.627140846, 43.627173874, 33.028
3622, 43.637141008, 43.637188895, 47.887
3623, 43.647140499, 43.647173126, 32.627
3624, 43.657140845, 43.657176906, 36.061
3625, 43.667140659, 43.667190274, 49.615
3626, 43.677140493, 43.677217780, 77.287
3627, 43.687140522, 43.687210583, 70.061
3628, 43.697140469, 43.697196277, 55.808
3629, 43.707140463, 43.707187822, 47.359
3630, 43.717141455, 43.718484412, 1342.957
3631, 43.727140549, 43.727196454, 55.905
3632, 43.737140508, 43.737181475, 40.967
3633, 43.747140467, 43.747176655, 36.188
3634, 43.757140470, 43.757180381, 39.911
3635, 43.767140489, 43.767188252, 47.763
3636, 43.777140466, 43.777186111, 45.645
3637, 43.787140467, 43.787191399, 50.932
3638, 43.797140543, 43.797191850, 51.307
3639, 43.807140546, 43.807177884, 37.338
3640, 43.817140466, 43.817184507, 44.041
3641, 43.827140542, 43.827192674, 52.132
3642, 43.837140465, 43.837198770, 58.305
3643, 43.847140488, 43.847207532, 67.044
3644, 43.857140467, 43.857184915, 44.448
3645, 43.867140464, 43.867180808, 40.344
3646, 43.877140491, 43.877196755, 56.264
3647, 43.887140463, 43.887185238, 44.775
3648, 43.897140466, 43.897184971, 44.505
3649, 43.907140469, 43.907189923, 49.454
3650, 43.917140488, 43.917188651, 48.163
3651, 43.927140465, 43.927181412, 40.947
3652, 43.937140844, 43.937207678, 66.834
3653, 43.947140483, 43.947190370, 49.887
3654, 43.957140489, 43.957181286, 40.797
3655, 43.967140489, 43.967183996, 43.507
3656, 43.977140471, 43.977195515, 55.044
3657, 43.987140472, 43.987182461, 41.989
3658, 43.997140471, 43.997194228, 53.757
3659, 44.007140471, 44.007187670, 47.199
3660, 44.017140466, 44.017184601, 44.135
3661, 44.027140467, 44.027190389, 49.922
3662, 44.037140466, 44.037188236, 47.770
3663, 44.047140520, 44.047206730, 66.210
3664, 44.057140469, 44.057188696, 48.227
3665, 44.067140576, 44.067211082, 70.506
3666, 44.077140545, 44.077198711, 58.166
3667, 44.087140471, 44.087189440, 48.969
3668, 44.097140472, 44.097189758, 49.286
3669, 44.107140487, 44.107186120, 45.633
3670, 44.117140469, 44.117187301, 46.832
3671, 44.127140512, 44.127187509, 46.997
3672, 44.137140466, 44.137186416, 45.950
3673, 44.147140510, 44.147196226, 55.716
3674, 44.157140469, 44.157204188, 63.719
3675, 44.167140467, 44.167187172, 46.705
3676, 44.177140469, 44.177194358, 53.889
3677, 44.187140492, 44.187188661, 48.169
3678, 44.197140464, 44.197188552, 48.088
3679, 44.207140463, 44.207194083, 53.620
3680, 44.217140468, 44.217185998, 45.530
3681, 44.227140595, 44.227198850, 58.255
3682, 44.237140466, 44.237180828, 40.362
3683, 44.247140489, 44.247193685, 53.196
3684, 44.257140466, 44.257190190, 49.724
3685, 44.267140479, 44.267197652, 57.173
3686, 44.277140466, 44.277193569, 53.103
3687, 44.287140463, 44.287194306, 53.843
3688, 44.297140487, 44.297188704, 48.217
3689, 44.307140464, 44.307191135, 50.671
3690, 44.317140464, 44.317189881, 49.417
3691, 44.327140466, 44.327193185, 52.719
3692, 44.337140466, 44.337185128, 44.662
3693, 44.347140465, 44.347200483, 60.018
3694, 44.357140471, 44.357183387, 42.916
3695, 44.367140471, 44.367185536, 45.065
3696, 44.377140464, 44.377194423, 53.959
3697, 44.387140469, 44.387181276, 40.807
3698, 44.397140470, 44.397182295, 41.825
3699, 44.407140469, 44.407189077, 48.608
3700, 44.417140464, 44.417182659, 42.195
3701, 44.427140464, 44.427185765, 45.301
3702, 44.437140565, 44.437193979, 53.414
3703, 44.447140471, 44.447177514, 37.043
3704, 44.457140469, 44.457180326, 39.857
3705, 44.467140467, 44.467181880, 41.413
3706, 44.477140464, 44.477182790, 42.326
3707, 44.487140467, 44.487186491, 46.024
3708, 44.497140469, 44.497190159, 49.690
3709, 44.507141124, 44.507204673, 63.549
3710, 44.517140468, 44.517195356, 54.888
3711, 44.527140470, 44.527189813, 49.343
3712, 44.537140552, 44.537194991, 54.439
3713, 44.547140467, 44.547189816, 49.349
3714, 44.557140468, 44.557183071, 42.603
3715, 44.567140471, 44.567185242, 44.771
3716, 44.577140466, 44.577188976, 48.510
3717, 44.587140472, 44.587197635, 57.163
3718, 44.597140468, 44.597186310, 45.842
3719, 44.607140481, 44.607189548, 49.067
3720, 44.617140464, 44.617185954, 45.490
3721, 44.627140464, 44.627182272, 41.808
3722, 44.637140463, 44.637177737, 37.274
3723, 44.647140465, 44.647181675, 41.210
3724, 44.657140464, 44.657178246, 37.782
3725, 44.667140464, 44.667178298, 37.834
3726, 44.677140465, 44.677184079, 43.614
3727, 44.687140467, 44.687178639, 38.172
3728, 44.697140472, 44.697188851, 48.379
3729, 44.707140469, 44.707186606, 46.137
3730, 44.717140471, 44.717183026, 42.555
3731, 44.727140463, 44.727181254, 40.791
3732, 44.737140467, 44.737182572, 42.105
3733, 44.747140464, 44.747179580, 39.116
3734, 44.757140462, 44.757187880, 47.418
3735, 44.767140467, 44.767183834, 43.367
3736, 44.777140464, 44.777182860, 42.396
3737, 44.787140469, 44.787179708, 39.239
3738, 44.797140467, 44.797187484, 47.017
3739, 44.807140467, 44.807180751, 40.284
3740, 44.817140514, 44.817202969, 62.455
3741, 44.827140464, 44.827179934, 39.470
3742, 44.837140468, 44.837183789, 43.321
3743, 44.847140469, 44.847181995, 41.526
3744, 44.857140469, 44.857178455, 37.986
3745, 44.867140487, 44.867190066, 49.579
3746, 44.877140488, 44.877196986, 56.498
3747, 44.887140471, 44.887185726, 45.255
3748, 44.897140464, 44.897179299, 38.835
3749, 44.907140539, 44.907186277, 45.738
3750, 44.917140468, 44.917180181, 39.713
3751, 44.927140463, 44.927193778, 53.315
3752, 44.937140522, 44.937212354, 71.832
3753, 44.947140466, 44.947190287, 49.821
3754, 44.957140467, 44.957185382, 44.915
3755, 44.967140465, 44.967179703, 39.238
3756, 44.977140464, 44.977185002, 44.538
3757, 44.987140468, 44.987186950, 46.482
3758, 44.997140462, 44.997190360, 49.898
3759, 45.007140469, 45.007195060, 54.591
3760, 45.017140466, 45.017178860, 38.394
3761, 45.027140467, 45.027190102, 49.635
3762, 45.037140466, 45.037186099, 45.633
3763, 45.047140564, 45.047216887, 76.323
3764, 45.057140465, 45.057178728, 38.263
3765, 45.067140482, 45.067191316, 50.834
3766, 45.077140471, 45.077189606, 49.135
3767, 45.087140464, 45.087182670, 42.206
3768, 45.097140469, 45.097180787, 40.318
3769, 45.107140467, 45.107178576, 38.109
3770, 45.117140466, 45.117180014, 39.548
3771, 45.127140464, 45.127178589, 38.125
3772, 45.137140470, 45.137186022, 45.552
3773, 45.147140471, 45.147187275, 46.804
3774, 45.157140469, 45.157185573, 45.104
