------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=120 --full-rtt
------------------------------
sockperf: [Total Run] RunTime=120.000 sec; Warm up time=400 msec; SentMessages=12002; ReceivedMessages=12001
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=119.540 sec; SentMessages=11955; ReceivedMessages=11955
sockperf: [2;35m====> avg-rtt=56.053 (std-dev=81.477, mean-ad=15.600, median-ad=10.775, siqr=8.570, cv=1.454, std-error=0.745, 99.0% ci=[54.134, 57.972])[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 11955 observations[0m; each percentile contains 119.55 observations
sockperf: ---> <MAX> observation = 6822.542
sockperf: ---> percentile 99.999 = 6822.542
sockperf: ---> percentile 99.990 = 2870.027
sockperf: ---> percentile 99.900 =  512.987
sockperf: ---> percentile 99.000 =  127.601
sockperf: ---> percentile 90.000 =   75.543
sockperf: ---> percentile 75.000 =   59.294
sockperf: ---> percentile 50.000 =   48.161
sockperf: ---> percentile 25.000 =   42.153
sockperf: ---> <MIN> observation =   32.717
------------------------------
packet, txTime(sec), rxTime(sec), rtt(usec)
2951, 36.933339345, 36.933392223, 52.878
2952, 36.943339353, 36.943396730, 57.377
2953, 36.953339327, 36.953386133, 46.806
2954, 36.963339333, 36.963385107, 45.774
2955, 36.973339333, 36.973381320, 41.987
2956, 36.983339325, 36.983389052, 49.727
2957, 36.993339344, 36.993395211, 55.867
2958, 37.003339322, 37.003389646, 50.324
2959, 37.013339330, 37.013383588, 44.258
2960, 37.023339325, 37.023388234, 48.909
2961, 37.033339325, 37.033378627, 39.302
2962, 37.043339325, 37.043385245, 45.920
2963, 37.053339328, 37.053379254, 39.926
2964, 37.063339323, 37.063385041, 45.718
2965, 37.073339324, 37.073395624, 56.300
2966, 37.083339325, 37.083389115, 49.790
2967, 37.093339323, 37.093385274, 45.951
2968, 37.103339327, 37.103386148, 46.821
2969, 37.113339322, 37.113375668, 36.346
2970, 37.123339324, 37.123378854, 39.530
2971, 37.133340248, 37.133419190, 78.942
2972, 37.143339741, 37.143446588, 106.847
2973, 37.153339713, 37.153415193, 75.480
2974, 37.163339320, 37.163380393, 41.073
2975, 37.173339326, 37.173378823, 39.497
2976, 37.183339329, 37.183376749, 37.420
2977, 37.193339319, 37.193379278, 39.959
2978, 37.203339333, 37.203383975, 44.642
2979, 37.213339353, 37.213404368, 65.015
2980, 37.223339330, 37.223394279, 54.949
2981, 37.233339395, 37.233407785, 68.390
2982, 37.243339323, 37.243401474, 62.151
2983, 37.253340350, 37.253429688, 89.338
2984, 37.263339803, 37.263431766, 91.963
2985, 37.273339348, 37.273404581, 65.233
2986, 37.283339324, 37.283383247, 43.923
2987, 37.293339363, 37.293386940, 47.577
2988, 37.303339723, 37.303411584, 71.861
2989, 37.313339368, 37.313397521, 58.153
2990, 37.323339590, 37.323422370, 82.780
2991, 37.333339471, 37.333395702, 56.231
2992, 37.343339356, 37.343394754, 55.398
2993, 37.353339498, 37.353408744, 69.246
2994, 37.363339326, 37.363380796, 41.470
2995, 37.373339355, 37.373378887, 39.532
2996, 37.383339322, 37.383379111, 39.789
2997, 37.393339322, 37.393379986, 40.664
2998, 37.403339322, 37.403386208, 46.886
2999, 37.413339320, 37.413381158, 41.838
3000, 37.423340205, 37.423406435, 66.230
3001, 37.433339348, 37.433381125, 41.777
3002, 37.443339343, 37.443377734, 38.391
3003, 37.453339325, 37.453377462, 38.137
3004, 37.463339325, 37.463377276, 37.951
3005, 37.473339325, 37.473377275, 37.950
3006, 37.483339322, 37.483378669, 39.347
3007, 37.493339319, 37.493382658, 43.339
3008, 37.503339325, 37.503385541, 46.216
3009, 37.513339321, 37.513383601, 44.280
3010, 37.523339348, 37.523395041, 55.693
3011, 37.533339330, 37.533388460, 49.130
3012, 37.543339321, 37.543382183, 42.862
3013, 37.553339325, 37.553381937, 42.612
3014, 37.563339330, 37.563382683, 43.353
3015, 37.573339323, 37.573380532, 41.209
3016, 37.583339325, 37.583380417, 41.092
3017, 37.593339322, 37.593385623, 46.301
3018, 37.603339327, 37.603395607, 56.280
3019, 37.613339325, 37.613381286, 41.961
3020, 37.623339328, 37.623387526, 48.198
3021, 37.633339323, 37.633394328, 55.005
3022, 37.643339318, 37.643379974, 40.656
3023, 37.653339323, 37.653387092, 47.769
3024, 37.663339321, 37.663380855, 41.534
3025, 37.673339325, 37.673382919, 43.594
3026, 37.683339319, 37.683378241, 38.922
3027, 37.693339322, 37.693378133, 38.811
3028, 37.703339327, 37.703390575, 51.248
3029, 37.713339325, 37.713398924, 59.599
3030, 37.723339325, 37.723401650, 62.325
3031, 37.733339325, 37.733388491, 49.166
3032, 37.743339323, 37.743383733, 44.410
3033, 37.753339325, 37.753395920, 56.595
3034, 37.763339320, 37.763381145, 41.825
3035, 37.773339330, 37.773400652, 61.322
3036, 37.783339323, 37.783389482, 50.159
3037, 37.793339320, 37.793399204, 59.884
3038, 37.803339319, 37.803398729, 59.410
3039, 37.813339320, 37.813386078, 46.758
3040, 37.823339318, 37.823406347, 67.029
3041, 37.833339317, 37.833393839, 54.522
3042, 37.843339325, 37.843393196, 53.871
3043, 37.853339321, 37.853396161, 56.840
3044, 37.863339319, 37.863388155, 48.836
3045, 37.873339323, 37.873409597, 70.274
3046, 37.883339323, 37.883417814, 78.491
3047, 37.893339329, 37.893403142, 63.813
3048, 37.903339320, 37.903422940, 83.620
3049, 37.913339328, 37.913392450, 53.122
3050, 37.923339323, 37.923394564, 55.241
3051, 37.933339346, 37.933409772, 70.426
3052, 37.943339326, 37.943395585, 56.259
3053, 37.953339363, 37.953384328, 44.965
3054, 37.963339338, 37.963379857, 40.519
3055, 37.973339319, 37.973382792, 43.473
3056, 37.983339318, 37.983385007, 45.689
3057, 37.993339345, 37.993386544, 47.199
3058, 38.003339322, 38.003401774, 62.452
3059, 38.013339331, 38.013383644, 44.313
3060, 38.023339322, 38.023379701, 40.379
3061, 38.033341180, 38.033381919, 40.739
3062, 38.043339325, 38.043390354, 51.029
3063, 38.053339327, 38.053387759, 48.432
3064, 38.063339323, 38.063384906, 45.583
3065, 38.073339326, 38.073391692, 52.366
3066, 38.083339320, 38.083386079, 46.759
3067, 38.093339320, 38.093389349, 50.029
3068, 38.103339325, 38.103393594, 54.269
3069, 38.113339325, 38.113382647, 43.322
3070, 38.123339345, 38.123398272, 58.927
3071, 38.133339324, 38.133382891, 43.567
3072, 38.143339323, 38.143385190, 45.867
3073, 38.153339323, 38.153398360, 59.037
3074, 38.163339320, 38.163384450, 45.130
3075, 38.173339320, 38.173382872, 43.552
3076, 38.183339326, 38.183390162, 50.836
3077, 38.193339325, 38.193381515, 42.190
3078, 38.203339320, 38.203393893, 54.573
3079, 38.213339328, 38.213383659, 44.331
3080, 38.223339328, 38.223380048, 40.720
3081, 38.233339318, 38.233391829, 52.511
3082, 38.243339318, 38.243382963, 43.645
3083, 38.253339323, 38.253392602, 53.279
3084, 38.263339322, 38.263390925, 51.603
3085, 38.273339350, 38.273406545, 67.195
3086, 38.283339450, 38.283416658, 77.208
3087, 38.293339345, 38.293397149, 57.804
3088, 38.303339880, 38.303414773, 74.893
3089, 38.313339325, 38.313396329, 57.004
3090, 38.323339420, 38.323408022, 68.602
3091, 38.333339324, 38.333380153, 40.829
3092, 38.343339321, 38.343379091, 39.770
3093, 38.353339323, 38.353377565, 38.242
3094, 38.363339326, 38.363376340, 37.014
3095, 38.373339328, 38.373378306, 38.978
3096, 38.383339323, 38.383375866, 36.543
3097, 38.393339320, 38.393379879, 40.559
3098, 38.403339323, 38.403384469, 45.146
3099, 38.413339323, 38.413374922, 35.599
3100, 38.423339803, 38.423439662, 99.859
3101, 38.433339664, 38.433415484, 75.820
3102, 38.443339329, 38.443384171, 44.842
3103, 38.453339324, 38.453384589, 45.265
3104, 38.463339334, 38.463386803, 47.469
3105, 38.473339505, 38.473397723, 58.218
3106, 38.483339330, 38.483392067, 52.737
3107, 38.493339338, 38.493384158, 44.820
3108, 38.503339328, 38.503391365, 52.037
3109, 38.513339336, 38.513387811, 48.475
3110, 38.523339349, 38.523388005, 48.656
3111, 38.533339335, 38.533380577, 41.242
3112, 38.543339337, 38.543377150, 37.813
3113, 38.553339332, 38.553388452, 49.120
3114, 38.563339326, 38.563389051, 49.725
3115, 38.573339347, 38.573394455, 55.108
3116, 38.583339344, 38.583389643, 50.299
3117, 38.593339324, 38.593382109, 42.785
3118, 38.603339339, 38.603390285, 50.946
3119, 38.613339331, 38.613383684, 44.353
3120, 38.623339345, 38.623394150, 54.805
3121, 38.633339317, 38.633394780, 55.463
3122, 38.643339493, 38.643389570, 50.077
3123, 38.653339325, 38.653387629, 48.304
3124, 38.663339321, 38.663375365, 36.044
3125, 38.673339475, 38.673390127, 50.652
3126, 38.683339324, 38.683384008, 44.684
3127, 38.693339324, 38.693384376, 45.052
3128, 38.703339317, 38.703386054, 46.737
3129, 38.713339321, 38.713383647, 44.326
3130, 38.723339324, 38.723380594, 41.270
3131, 38.733339321, 38.733388466, 49.145
3132, 38.743339322, 38.743380071, 40.749
3133, 38.753339317, 38.753381668, 42.351
3134, 38.763339319, 38.763381706, 42.387
3135, 38.773339326, 38.773390382, 51.056
3136, 38.783340265, 38.783422239, 81.974
3137, 38.793339338, 38.793378838, 39.500
3138, 38.803339382, 38.803384939, 45.557
3139, 38.813339335, 38.813378603, 39.268
3140, 38.823339331, 38.823377821, 38.490
3141, 38.833339326, 38.833377442, 38.116
3142, 38.843339327, 38.843378926, 39.599
3143, 38.853339319, 38.853378261, 38.942
3144, 38.863339329, 38.863384849, 45.520
3145, 38.873339334, 38.873378947, 39.613
3146, 38.883339331, 38.883379801, 40.470
3147, 38.893339324, 38.893378592, 39.268
3148, 38.903339326, 38.903381476, 42.150
3149, 38.913339323, 38.913376196, 36.873
3150, 38.923339401, 38.923391897, 52.496
3151, 38.933339326, 38.933381164, 41.838
3152, 38.943339767, 38.943401624, 61.857
3153, 38.953339360, 38.953387002, 47.642
3154, 38.963339372, 38.963387208, 47.836
3155, 38.973339394, 38.973402324, 62.930
3156, 38.983339361, 38.983384645, 45.284
3157, 38.993339335, 38.993383102, 43.767
3158, 39.003339344, 39.003382306, 42.962
3159, 39.013339375, 39.013390518, 51.143
3160, 39.023339341, 39.023384051, 44.710
3161, 39.033339335, 39.033379105, 39.770
3162, 39.043339338, 39.043388245, 48.907
3163, 39.053339324, 39.053404127, 64.803
3164, 39.063339721, 39.063434342, 94.621
3165, 39.073339369, 39.073580669, 241.300
3166, 39.083339340, 39.083397569, 58.229
3167, 39.093339322, 39.093533628, 194.306
3168, 39.103339422, 39.103416837, 77.415
3169, 39.113339334, 39.113515390, 176.056
3170, 39.123339376, 39.123404473, 65.097
3171, 39.133339336, 39.133382351, 43.015
3172, 39.143339370, 39.143384601, 45.231
3173, 39.153339328, 39.153392622, 53.294
3174, 39.163339516, 39.163392182, 52.666
3175, 39.173339323, 39.173402418, 63.095
3176, 39.183339638, 39.183438673, 99.035
3177, 39.193339320, 39.193405633, 66.313
3178, 39.203339332, 39.203459837, 120.505
3179, 39.213339345, 39.213447755, 108.410
3180, 39.223339343, 39.223414470, 75.127
3181, 39.233339618, 39.233418861, 79.243
3182, 39.243339322, 39.243403586, 64.264
3183, 39.253339372, 39.253420200, 80.828
3184, 39.263339346, 39.263399691, 60.345
3185, 39.273339348, 39.273409685, 70.337
3186, 39.283339339, 39.283385739, 46.400
3187, 39.293339345, 39.293381323, 41.978
3188, 39.303339340, 39.303390195, 50.855
3189, 39.313339328, 39.313378510, 39.182
3190, 39.323339321, 39.323379212, 39.891
3191, 39.333339321, 39.333377335, 38.014
3192, 39.343339326, 39.343394877, 55.551
3193, 39.353339728, 39.353394121, 54.393
3194, 39.363339319, 39.363381578, 42.259
3195, 39.373339316, 39.373381744, 42.428
3196, 39.383339320, 39.383384243, 44.923
3197, 39.393339329, 39.393387059, 47.730
3198, 39.403339328, 39.403675929, 336.601
3199, 39.413339347, 39.413411949, 72.602
3200, 39.423339319, 39.423397310, 57.991
3201, 39.433339409, 39.433409695, 70.286
3202, 39.443339322, 39.443380353, 41.031
3203, 39.453339339, 39.453379278, 39.939
3204, 39.463339316, 39.463379616, 40.300
3205, 39.473339320, 39.473377820, 38.500
3206, 39.483339324, 39.483374624, 35.300
3207, 39.493339318, 39.493384558, 45.240
3208, 39.503339320, 39.503408410, 69.090
3209, 39.513339340, 39.513401579, 62.239
3210, 39.523339335, 39.523391168, 51.833
3211, 39.533339319, 39.533381165, 41.846
3212, 39.543339322, 39.543399489, 60.167
3213, 39.553339320, 39.553381944, 42.624
3214, 39.563339324, 39.563375695, 36.371
3215, 39.573339325, 39.573377064, 37.739
3216, 39.583339353, 39.583387416, 48.063
3217, 39.593339419, 39.593420955, 81.536
3218, 39.603339542, 39.603405124, 65.582
3219, 39.613339348, 39.613383477, 44.129
3220, 39.623339344, 39.623386664, 47.320
3221, 39.633339323, 39.633386524, 47.201
3222, 39.643339329, 39.643389637, 50.308
3223, 39.653339325, 39.653392363, 53.038
3224, 39.663339333, 39.663374500, 35.167
3225, 39.673339323, 39.673375019, 35.696
3226, 39.683339324, 39.683372370, 33.046
3227, 39.693339504, 39.693383753, 44.249
3228, 39.703339328, 39.703385934, 46.606
3229, 39.713339337, 39.713380540, 41.203
3230, 39.723339324, 39.723381320, 41.996
3231, 39.733339324, 39.733375456, 36.132
3232, 39.743339327, 39.743383585, 44.258
3233, 39.753339320, 39.753381689, 42.369
3234, 39.763339325, 39.763378072, 38.747
3235, 39.773339331, 39.773386858, 47.527
3236, 39.783339329, 39.783378022, 38.693
3237, 39.793339499, 39.793398628, 59.129
3238, 39.803339514, 39.803404798, 65.284
3239, 39.813339328, 39.813401247, 61.919
3240, 39.823339321, 39.823401414, 62.093
3241, 39.833339327, 39.833382579, 43.252
3242, 39.843339398, 39.843406012, 66.614
3243, 39.853339325, 39.853378944, 39.619
3244, 39.863339325, 39.863381013, 41.688
3245, 39.873339341, 39.873397743, 58.402
3246, 39.883339323, 39.883390083, 50.760
3247, 39.893339327, 39.893386297, 46.970
3248, 39.903339357, 39.903397663, 58.306
3249, 39.913339329, 39.913398056, 58.727
3250, 39.923339333, 39.923412461, 73.128
3251, 39.933339323, 39.933385353, 46.030
3252, 39.943339328, 39.943381445, 42.117
3253, 39.953339322, 39.953380477, 41.155
3254, 39.963339323, 39.963379700, 40.377
3255, 39.973339350, 39.973393213, 53.863
3256, 39.983339322, 39.983386999, 47.677
3257, 39.993339321, 39.993386360, 47.039
3258, 40.003339323, 40.003380967, 41.644
3259, 40.013339340, 40.013396730, 57.390
3260, 40.023339323, 40.023380179, 40.856
3261, 40.033339321, 40.033377276, 37.955
3262, 40.043339322, 40.043380053, 40.731
3263, 40.053339326, 40.053379880, 40.554
3264, 40.063339324, 40.063386146, 46.822
3265, 40.073339324, 40.073378098, 38.774
3266, 40.083339325, 40.083381290, 41.965
3267, 40.093339329, 40.093380243, 40.914
3268, 40.103339329, 40.103379627, 40.298
3269, 40.113339333, 40.113378470, 39.137
3270, 40.123339359, 40.123391024, 51.665
3271, 40.133339325, 40.133380449, 41.124
3272, 40.143339350, 40.143377666, 38.316
3273, 40.153339327, 40.153386096, 46.769
3274, 40.163339344, 40.163380429, 41.085
3275, 40.173339321, 40.173379146, 39.825
3276, 40.183339345, 40.183380454, 41.109
3277, 40.193339328, 40.193378474, 39.146
3278, 40.203339343, 40.203396710, 57.367
3279, 40.213339325, 40.213380827, 41.502
3280, 40.223339332, 40.223386505, 47.173
3281, 40.233339338, 40.233384936, 45.598
3282, 40.243339325, 40.243376149, 36.824
3283, 40.253339321, 40.253376425, 37.104
3284, 40.263339322, 40.263386908, 47.586
3285, 40.273339322, 40.273375268, 35.946
3286, 40.283339328, 40.283377074, 37.746
3287, 40.293339328, 40.293381004, 41.676
3288, 40.303339325, 40.303381276, 41.951
3289, 40.313339487, 40.313389677, 50.190
3290, 40.323339325, 40.323376491, 37.166
3291, 40.333339325, 40.333384709, 45.384
3292, 40.343339325, 40.343375370, 36.045
3293, 40.353339325, 40.353375245, 35.920
3294, 40.363339325, 40.363379534, 40.209
3295, 40.373339324, 40.373385216, 45.892
3296, 40.383339326, 40.383375357, 36.031
3297, 40.393339326, 40.393379849, 40.523
3298, 40.403339321, 40.403378024, 38.703
3299, 40.413339324, 40.413389863, 50.539
3300, 40.423339439, 40.423398448, 59.009
3301, 40.433339391, 40.433404276, 64.885
3302, 40.443339325, 40.443377058, 37.733
3303, 40.453339328, 40.453384089, 44.761
3304, 40.463339328, 40.463376789, 37.461
3305, 40.473339329, 40.473378458, 39.129
3306, 40.483339347, 40.483392460, 53.113
3307, 40.493339344, 40.493427742, 88.398
3308, 40.503339362, 40.503394407, 55.045
3309, 40.513339346, 40.513410705, 71.359
3310, 40.523339325, 40.523390716, 51.391
3311, 40.533339326, 40.533393342, 54.016
3312, 40.543339324, 40.543376424, 37.100
3313, 40.553339323, 40.553377924, 38.601
3314, 40.563339319, 40.563397960, 58.641
3315, 40.573339323, 40.573386902, 47.579
3316, 40.583339316, 40.583380840, 41.524
3317, 40.593339317, 40.593385084, 45.767
3318, 40.603339321, 40.603379245, 39.924
3319, 40.613339321, 40.613410857, 71.536
3320, 40.623339325, 40.623401796, 62.471
3321, 40.633339328, 40.633396866, 57.538
3322, 40.643339322, 40.643381329, 42.007
3323, 40.653339323, 40.653381999, 42.676
3324, 40.663339321, 40.663405762, 66.441
3325, 40.673339325, 40.673419437, 80.112
3326, 40.683339325, 40.683399456, 60.131
3327, 40.693339321, 40.693406253, 66.932
3328, 40.703339324, 40.703429250, 89.926
3329, 40.713339327, 40.713441174, 101.847
3330, 40.723339321, 40.723402679, 63.358
3331, 40.733339328, 40.733395683, 56.355
3332, 40.743339323, 40.743413425, 74.102
3333, 40.753339325, 40.753394367, 55.042
3334, 40.763339324, 40.763381306, 41.982
3335, 40.773339328, 40.773404484, 65.156
3336, 40.783339994, 40.783419325, 79.331
3337, 40.793339341, 40.793388719, 49.378
3338, 40.803339348, 40.803384851, 45.503
3339, 40.813339355, 40.813393614, 54.259
3340, 40.823339347, 40.823397835, 58.488
3341, 40.833340488, 40.833462988, 122.500
3342, 40.843340129, 40.843429415, 89.286
3343, 40.853339350, 40.853388039, 48.689
3344, 40.863339335, 40.863381398, 42.063
3345, 40.873339330, 40.873385447, 46.117
3346, 40.883339329, 40.883393896, 54.567
3347, 40.893339327, 40.893382425, 43.098
3348, 40.903339340, 40.903387810, 48.470
3349, 40.913339360, 40.913390243, 50.883
3350, 40.923339367, 40.923423031, 83.664
3351, 40.933339367, 40.933397755, 58.388
3352, 40.943339391, 40.943408577, 69.186
3353, 40.953339323, 40.953404229, 64.906
3354, 40.963339325, 40.963394114, 54.789
3355, 40.973339392, 40.973418652, 79.260
3356, 40.983339429, 40.983403150, 63.721
3357, 40.993339332, 40.993381254, 41.922
3358, 41.003339339, 41.003384180, 44.841
3359, 41.013339363, 41.013388568, 49.205
3360, 41.023339336, 41.023385150, 45.814
3361, 41.033339323, 41.033385922, 46.599
3362, 41.043339324, 41.043382224, 42.900
3363, 41.053339336, 41.053385192, 45.856
3364, 41.063339336, 41.063385919, 46.583
3365, 41.073339333, 41.073388949, 49.616
3366, 41.083339325, 41.083386711, 47.386
3367, 41.093339325, 41.093382849, 43.524
3368, 41.103339338, 41.103385001, 45.663
3369, 41.113339334, 41.113415862, 76.528
3370, 41.123339334, 41.123417744, 78.410
3371, 41.133339371, 41.133397707, 58.336
3372, 41.143339332, 41.143395109, 55.777
3373, 41.153339333, 41.153381116, 41.783
3374, 41.163339335, 41.163382725, 43.390
3375, 41.173339335, 41.173379864, 40.529
3376, 41.183339338, 41.183380832, 41.494
3377, 41.193339361, 41.193390569, 51.208
3378, 41.203339340, 41.203398655, 59.315
3379, 41.213339330, 41.213393774, 54.444
3380, 41.223339331, 41.223383295, 43.964
3381, 41.233339391, 41.233409714, 70.323
3382, 41.243339388, 41.243411502, 72.114
3383, 41.253339328, 41.253400633, 61.305
3384, 41.263339938, 41.263552161, 212.223
3385, 41.273339369, 41.273409866, 70.497
3386, 41.283339417, 41.283430850, 91.433
3387, 41.293339586, 41.293577966, 238.380
3388, 41.303339446, 41.303417663, 78.217
3389, 41.313339363, 41.313398342, 58.979
3390, 41.323339605, 41.323416795, 77.190
3391, 41.333339405, 41.333414982, 75.577
3392, 41.343339829, 41.343445124, 105.295
3393, 41.353339590, 41.353444516, 104.926
3394, 41.363339697, 41.363424951, 85.254
3395, 41.373339767, 41.373437856, 98.089
3396, 41.383339671, 41.383426886, 87.215
3397, 41.393339683, 41.393420144, 80.461
3398, 41.403339664, 41.403423967, 84.303
3399, 41.413339387, 41.413411081, 71.694
3400, 41.423339377, 41.423386307, 46.930
3401, 41.433339660, 41.433411347, 71.687
3402, 41.443339329, 41.443390717, 51.388
3403, 41.453339323, 41.453378805, 39.482
3404, 41.463339343, 41.463379911, 40.568
3405, 41.473339322, 41.473376815, 37.493
3406, 41.483339448, 41.483410508, 71.060
3407, 41.493339445, 41.494346912, 1007.467
3408, 41.503339454, 41.503413761, 74.307
3409, 41.513339359, 41.513408485, 69.126
3410, 41.523339636, 41.523415199, 75.563
3411, 41.533339356, 41.533410961, 71.605
3412, 41.543339584, 41.543419936, 80.352
3413, 41.553339470, 41.553417898, 78.428
3414, 41.563339367, 41.563399163, 59.796
3415, 41.573339387, 41.573394298, 54.911
3416, 41.583339350, 41.583382156, 42.806
3417, 41.593339324, 41.593382457, 43.133
3418, 41.603339321, 41.603418342, 79.021
3419, 41.613339355, 41.613546612, 207.257
3420, 41.623339369, 41.623532853, 193.484
3421, 41.633339338, 41.633401592, 62.254
3422, 41.643339328, 41.643392303, 52.975
3423, 41.653339327, 41.653391610, 52.283
3424, 41.663339327, 41.663377224, 37.897
3425, 41.673339327, 41.673377712, 38.385
3426, 41.683339322, 41.683377881, 38.559
3427, 41.693339322, 41.693376619, 37.297
3428, 41.703339327, 41.703376875, 37.548
3429, 41.713339325, 41.713377922, 38.597
3430, 41.723339347, 41.723386815, 47.468
3431, 41.733339329, 41.733380573, 41.244
3432, 41.743339327, 41.743381663, 42.336
3433, 41.753339469, 41.753387686, 48.217
3434, 41.763339326, 41.763381968, 42.642
3435, 41.773339343, 41.773404905, 65.562
3436, 41.783339655, 41.783423359, 83.704
3437, 41.793339487, 41.793386032, 46.545
3438, 41.803339345, 41.803380180, 40.835
3439, 41.813339318, 41.813382934, 43.616
3440, 41.823339522, 41.823402530, 63.008
3441, 41.833339321, 41.833378801, 39.480
3442, 41.843339349, 41.843381122, 41.773
3443, 41.853339322, 41.853400769, 61.447
3444, 41.863339323, 41.863381987, 42.664
3445, 41.873339320, 41.873381100, 41.780
3446, 41.883339321, 41.883387474, 48.153
3447, 41.893339345, 41.893397682, 58.337
3448, 41.903339323, 41.903412930, 73.607
3449, 41.913339327, 41.913399697, 60.370
3450, 41.923339328, 41.923414667, 75.339
3451, 41.933339328, 41.933389592, 50.264
3452, 41.943339321, 41.943380619, 41.298
3453, 41.953339327, 41.953393361, 54.034
3454, 41.963339328, 41.963382788, 43.460
3455, 41.973339381, 41.973403120, 63.739
3456, 41.983339324, 41.983403601, 64.277
3457, 41.993339334, 41.993386171, 46.837
3458, 42.003339318, 42.003389443, 50.125
3459, 42.013339323, 42.013389872, 50.549
3460, 42.023339328, 42.023394288, 54.960
3461, 42.033339326, 42.033385863, 46.537
3462, 42.043339342, 42.043392391, 53.049
3463, 42.053339403, 42.053405927, 66.524
3464, 42.063339324, 42.063389049, 49.725
3465, 42.073340108, 42.073411776, 71.668
3466, 42.083339338, 42.083383700, 44.362
3467, 42.093339329, 42.093382954, 43.625
3468, 42.103339316, 42.103409634, 70.318
3469, 42.113339318, 42.113425581, 86.263
3470, 42.123339324, 42.123413414, 74.090
3471, 42.133339450, 42.133409571, 70.121
3472, 42.143339329, 42.143520699, 181.370
3473, 42.153339377, 42.153402271, 62.894
3474, 42.163339329, 42.163386941, 47.612
3475, 42.173339326, 42.173378237, 38.911
3476, 42.183339325, 42.183378372, 39.047
3477, 42.193339326, 42.193376927, 37.601
3478, 42.203339329, 42.203380031, 40.702
3479, 42.213339329, 42.213379770, 40.441
3480, 42.223339350, 42.223391079, 51.729
3481, 42.233339322, 42.233377468, 38.146
3482, 42.243339322, 42.243380781, 41.459
3483, 42.253339324, 42.253389681, 50.357
3484, 42.263339329, 42.263380957, 41.628
3485, 42.273339326, 42.273382356, 43.030
3486, 42.283339329, 42.283404871, 65.542
3487, 42.293339321, 42.293388941, 49.620
3488, 42.303339378, 42.303415890, 76.512
3489, 42.313339346, 42.313400328, 60.982
3490, 42.323339326, 42.323396988, 57.662
3491, 42.333339337, 42.333386136, 46.799
3492, 42.343339324, 42.343401049, 61.725
3493, 42.353339328, 42.353401343, 62.015
3494, 42.363339326, 42.363383357, 44.031
3495, 42.373339324, 42.373381564, 42.240
3496, 42.383339319, 42.383389237, 49.918
3497, 42.393339326, 42.393393966, 54.640
3498, 42.403339326, 42.403378540, 39.214
3499, 42.413339324, 42.413415633, 76.309
3500, 42.423339318, 42.423443629, 104.311
3501, 42.433339447, 42.433427032, 87.585
3502, 42.443339322, 42.443386766, 47.444
3503, 42.453339318, 42.453384573, 45.255
3504, 42.463339326, 42.463379780, 40.454
3505, 42.473339326, 42.473395443, 56.117
3506, 42.483339324, 42.483387139, 47.815
3507, 42.493339324, 42.493383934, 44.610
3508, 42.503339384, 42.503401339, 61.955
3509, 42.513339329, 42.513394357, 55.028
3510, 42.523339393, 42.523408369, 68.976
3511, 42.533339322, 42.533383554, 44.232
3512, 42.543339326, 42.543392511, 53.185
3513, 42.553340049, 42.553425087, 85.038
3514, 42.563339360, 42.563388167, 48.807
3515, 42.573339345, 42.573385134, 45.789
3516, 42.583339344, 42.583379955, 40.611
3517, 42.593339343, 42.593382443, 43.100
3518, 42.603339335, 42.603385616, 46.281
3519, 42.613339333, 42.613388489, 49.156
3520, 42.623339387, 42.623388072, 48.685
3521, 42.633339328, 42.633392594, 53.266
3522, 42.643339342, 42.643382005, 42.663
3523, 42.653339320, 42.653379958, 40.638
3524, 42.663339346, 42.663385962, 46.616
3525, 42.673339350, 42.673374752, 35.402
3526, 42.683339519, 42.683378027, 38.508
3527, 42.693339348, 42.693383859, 44.511
3528, 42.703339343, 42.703379315, 39.972
3529, 42.713339330, 42.713394646, 55.316
3530, 42.723339320, 42.723388680, 49.360
3531, 42.733339499, 42.733380750, 41.251
3532, 42.743339321, 42.743382770, 43.449
3533, 42.753339325, 42.753384785, 45.460
3534, 42.763339474, 42.763394534, 55.060
3535, 42.773339394, 42.773390776, 51.382
3536, 42.783340218, 42.783426310, 86.092
3537, 42.793339323, 42.793381361, 42.038
3538, 42.803339346, 42.803386282, 46.936
3539, 42.813339345, 42.813376033, 36.688
3540, 42.823339488, 42.823383115, 43.627
3541, 42.833339323, 42.833395823, 56.500
3542, 42.843339325, 42.843384823, 45.498
3543, 42.853339338, 42.853386907, 47.569
3544, 42.863339328, 42.863396722, 57.394
3545, 42.873339330, 42.873397362, 58.032
3546, 42.883339325, 42.883381659, 42.334
3547, 42.893339487, 42.893383636, 44.149
3548, 42.903339323, 42.903388011, 48.688
3549, 42.913339324, 42.913382274, 42.950
3550, 42.923339422, 42.923413689, 74.267
3551, 42.933339369, 42.933385357, 45.988
3552, 42.943339384, 42.943392993, 53.609
3553, 42.953339753, 42.953385995, 46.242
3554, 42.963339716, 42.963396703, 56.987
3555, 42.973341095, 42.973418562, 77.467
3556, 42.983339492, 42.983406545, 67.053
3557, 42.993340444, 42.993419847, 79.403
3558, 43.003339594, 43.003406277, 66.683
